datetime, milliseconds,ActiveExecuteThreadCount,CompletedCount,TotalRequestsCount,CurrentThroughput,CurrentDropRate
2017/11/21 13:56:33,1,10,0,0,0.0,0.0
2017/11/21 13:56:34,1001,10,75,152,0.0,0.0
2017/11/21 13:56:35,2001,10,139,209,53.47326336831584,0.43457943925233644
2017/11/21 13:56:36,3002,10,204,210,53.47326336831584,0.7261410788381742
2017/11/21 13:56:37,4002,10,274,209,59.72013993003498,0.6532663316582914
2017/11/21 13:56:38,5002,10,343,210,59.72013993003498,0.6863636363636363
2017/11/21 13:56:39,6003,10,405,209,62.4687656171914,0.7236842105263157
2017/11/21 13:56:40,7003,10,467,210,62.4687656171914,0.6926829268292682
2017/11/21 13:56:41,8004,10,531,210,62.21889055472264,0.7155555555555555
2017/11/21 13:56:42,9005,10,598,210,62.21889055472264,0.6883720930232557
2017/11/21 13:56:43,10005,10,666,209,63.67453018792483,0.674757281553398
2017/11/21 13:56:44,11005,10,736,210,63.67453018792483,0.6553398058252426
2017/11/21 13:56:45,12005,11,803,211,65.46726636681659,0.6940639269406392
2017/11/21 13:56:46,13006,11,878,211,65.46726636681659,0.6411483253588517
2017/11/21 13:56:47,14006,11,951,211,76.46176911544228,0.642156862745098
2017/11/21 13:56:48,15007,11,1029,210,76.46176911544228,0.6188118811881188
2017/11/21 13:56:49,16007,12,1105,211,73.5,0.62
2017/11/21 13:56:50,17007,12,1193,212,73.5,0.591743119266055
2017/11/21 13:56:51,18007,13,1275,212,85.95702148925537,0.5888324873096447
2017/11/21 13:56:52,19008,13,1361,212,85.95702148925537,0.6244541484716157
2017/11/21 13:56:53,20008,13,1442,213,84.95752123938031,0.6387665198237886
2017/11/21 13:56:54,21009,13,1533,213,84.95752123938031,0.5449999999999999
2017/11/21 13:56:55,22009,13,1626,213,87.0,0.5349999999999999
2017/11/21 13:56:56,23009,13,1714,213,87.0,0.6053811659192825
2017/11/21 13:56:57,24010,14,1795,212,84.95752123938031,0.6255924170616114
2017/11/21 13:56:58,25011,14,1887,214,84.95752123938031,0.5545023696682465
2017/11/21 13:56:59,26011,14,1983,214,93.5,0.5406698564593302
2017/11/21 13:57:00,27011,14,2076,214,93.5,0.5633802816901409
2017/11/21 13:57:01,28012,14,2170,213,91.5,0.5523809523809524
2017/11/21 13:57:02,29013,14,2259,213,91.5,0.5643564356435644
2017/11/21 13:57:03,30013,14,2353,213,93.45327336331835,0.5545023696682465
2017/11/21 13:57:04,31014,14,2441,214,93.45327336331835,0.5761904761904761
2017/11/21 13:57:05,32014,15,2531,214,86.4567716141929,0.5412371134020619
2017/11/21 13:57:06,33014,15,2614,215,86.4567716141929,0.6146788990825688
2017/11/21 13:57:07,34015,15,2726,215,95.95202398800599,0.43434343434343436
2017/11/21 13:57:08,35016,15,2825,214,95.95202398800599,0.539906103286385
2017/11/21 13:57:09,36016,16,2932,215,101.5,0.4904761904761905
2017/11/21 13:57:10,37017,16,3044,216,101.5,0.46190476190476193
2017/11/21 13:57:11,38017,17,3147,216,107.94602698650675,0.5
2017/11/21 13:57:12,39017,17,3267,216,107.94602698650675,0.40594059405940597
2017/11/21 13:57:13,40017,17,3372,216,114.0,0.4752475247524752
2017/11/21 13:57:14,41018,17,3477,217,114.0,0.4752475247524752
2017/11/21 13:57:15,42018,17,3591,217,108.5,0.4794520547945206
2017/11/21 13:57:16,43018,17,3697,217,108.5,0.5046728971962617
2017/11/21 13:57:17,44019,18,3830,218,117.44127936031984,0.3666666666666667
2017/11/21 13:57:18,45020,18,3944,217,117.44127936031984,0.481651376146789
2017/11/21 13:57:19,46021,18,4068,216,120.0,0.41981132075471694
2017/11/21 13:57:20,47022,18,4180,218,120.0,0.43842364532019706
2017/11/21 13:57:21,48022,19,4318,217,120.0,0.34928229665071775
2017/11/21 13:57:22,49022,19,4449,219,120.0,0.37264150943396224
2017/11/21 13:57:23,50023,19,4589,218,138.0,0.3285024154589372
2017/11/21 13:57:24,51024,19,4708,219,138.0,0.4258373205741627
2017/11/21 13:57:25,52025,19,4833,216,120.93953023488255,0.41706161137440756
2017/11/21 13:57:26,53025,19,4957,219,120.93953023488255,0.37438423645320196
2017/11/21 13:57:27,54025,20,5095,219,125.0,0.3444976076555024
2017/11/21 13:57:28,55025,20,5220,219,125.0,0.38725490196078427
2017/11/21 13:57:29,56027,21,5348,218,132.0,0.3913043478260869
2017/11/21 13:57:30,57027,21,5482,221,132.0,0.31343283582089554
2017/11/21 13:57:31,58027,21,5618,221,137.0,0.3300492610837439
2017/11/21 13:57:32,59027,21,5750,218,137.0,0.3701923076923077
2017/11/21 13:57:33,60027,22,5888,220,136.43178410794602,0.33492822966507174
2017/11/21 13:57:34,61028,22,6046,222,136.43178410794602,0.19289340101522845
2017/11/21 13:57:35,62028,23,6192,221,148.0,0.2892156862745098
2017/11/21 13:57:36,63028,23,6348,219,148.0,0.2735849056603774
2017/11/21 13:57:37,64029,24,6492,221,143.928035982009,0.2786069651741293
2017/11/21 13:57:38,65030,24,6652,222,143.928035982009,0.21463414634146338
2017/11/21 13:57:39,66030,25,6816,220,160.0,0.19499999999999995
2017/11/21 13:57:40,67031,25,6984,225,160.0,0.15121951219512197
2017/11/21 13:57:41,68032,26,7153,223,170.0,0.22065727699530513
2017/11/21 13:57:42,69033,26,7332,225,170.0,0.12560386473429952
2017/11/21 13:57:43,70033,27,7506,225,179.4102948525737,0.1800947867298578
2017/11/21 13:57:44,71034,27,7691,227,179.4102948525737,0.1461187214611872
2017/11/21 13:57:45,72034,28,7869,226,174.5,0.15311004784688997
2017/11/21 13:57:46,73034,28,8068,221,174.5,0.02985074626865669
2017/11/21 13:57:47,74035,29,8257,227,191.5,0.10599078341013823
2017/11/21 13:57:48,75036,29,8459,221,191.5,0.048309178743961345
2017/11/21 13:57:49,76037,29,8661,216,201.3993003498251,0.08372093023255811
2017/11/21 13:57:50,77037,29,8856,224,201.3993003498251,0.0
2017/11/21 13:57:51,78037,29,9038,180,193.5,0.0
2017/11/21 13:57:52,79037,29,9233,182,193.5,0.0
2017/11/21 13:57:53,80038,29,9435,171,194.40279860069964,0.0
2017/11/21 13:57:54,81038,29,9634,192,194.40279860069964,0.0
2017/11/21 13:57:55,82038,30,9840,205,203.5,0.0
2017/11/21 13:57:56,83039,30,10033,227,203.5,0.02714932126696834
2017/11/21 13:57:57,84040,31,10240,226,202.8985507246377,0.04629629629629628
2017/11/21 13:57:58,85040,31,10442,226,202.8985507246377,0.08181818181818179
2017/11/21 13:57:59,86041,32,10648,228,200.5,0.00952380952380949
2017/11/21 13:58:00,87041,32,10870,193,200.5,0.0
2017/11/21 13:58:01,88041,33,11094,159,220.0,0.0
2017/11/21 13:58:02,89042,33,11309,144,220.0,0.0
2017/11/21 13:58:03,90042,34,11536,122,224.88755622188904,0.0
2017/11/21 13:58:04,91042,34,11775,95,224.88755622188904,0.0
2017/11/21 13:58:05,92043,34,12002,78,230.88455772113943,0.0
2017/11/21 13:58:06,93043,34,12234,75,230.88455772113943,0.0
2017/11/21 13:58:07,94044,35,12452,58,230.0,0.0
2017/11/21 13:58:08,95044,35,12685,32,230.0,0.0
2017/11/21 13:58:09,96044,35,12882,33,221.38930534732634,0.0
2017/11/21 13:58:10,97044,35,13075,28,221.38930534732634,0.0
2017/11/21 13:58:11,98045,35,13284,28,196.0,0.0
2017/11/21 13:58:12,99045,35,13521,34,196.0,0.0
2017/11/21 13:58:13,100046,35,13724,28,210.69732566858286,0.0
2017/11/21 13:58:14,101046,35,13941,28,210.69732566858286,0.0
2017/11/21 13:58:15,102047,35,14165,35,214.0,0.0
2017/11/21 13:58:16,103047,35,14375,29,214.0,0.0
2017/11/21 13:58:17,104047,35,14591,49,213.5,0.0
2017/11/21 13:58:18,105047,35,14817,39,213.5,0.0
2017/11/21 13:58:19,106048,36,15036,41,220.38980509745127,0.0
2017/11/21 13:58:20,107049,36,15243,20,220.38980509745127,0.0
2017/11/21 13:58:21,108049,36,15456,30,215.0,0.0
2017/11/21 13:58:22,109050,36,15660,28,215.0,0.0
2017/11/21 13:58:23,110051,36,15870,34,205.0,0.0
