datetime, milliseconds,ActiveExecuteThreadCount,CompletedCount,TotalRequestsCount,CurrentThroughput,CurrentDropRate
2017/11/22 15:15:59,0,10,0,0,0.0,0.0
2017/11/22 15:16:00,1000,10,71,143,0.0,0.0
2017/11/22 15:16:01,2001,10,153,210,70.96451774112944,0.2766990291262136
2017/11/22 15:16:02,3002,10,214,210,70.96451774112944,0.7122641509433962
2017/11/22 15:16:03,4002,10,277,210,60.46976511744128,0.6911764705882353
2017/11/22 15:16:04,5003,10,350,208,60.46976511744128,0.645
2017/11/22 15:16:05,6003,11,417,211,70.5,0.677570093457944
2017/11/22 15:16:06,7004,11,482,211,70.5,0.6782178217821782
2017/11/22 15:16:07,8004,11,552,209,65.5,0.6548223350253808
2017/11/22 15:16:08,9005,11,632,211,65.5,0.6113744075829384
2017/11/22 15:16:09,10006,12,711,210,79.960019990005,0.6467889908256881
2017/11/22 15:16:10,11007,12,798,207,79.960019990005,0.585
2017/11/22 15:16:11,12007,12,863,212,77.0,0.6619047619047619
2017/11/22 15:16:12,13007,12,947,212,77.0,0.6129032258064516
2017/11/22 15:16:13,14008,12,1031,212,82.95852073963019,0.5841584158415842
2017/11/22 15:16:14,15009,12,1108,212,82.95852073963019,0.631578947368421
2017/11/22 15:16:15,16009,13,1191,213,79.46026986506746,0.613953488372093
2017/11/22 15:16:16,17010,13,1280,213,79.46026986506746,0.5615763546798029
2017/11/22 15:16:17,18011,13,1367,213,88.5,0.5972222222222222
2017/11/22 15:16:18,19012,13,1452,213,88.5,0.587378640776699
2017/11/22 15:16:19,20013,13,1536,213,84.45777111444278,0.5882352941176471
2017/11/22 15:16:20,21013,13,1620,213,84.45777111444278,0.5757575757575757
2017/11/22 15:16:21,22013,13,1715,213,89.95502248875562,0.527363184079602
2017/11/22 15:16:22,23014,13,1801,213,89.95502248875562,0.5845410628019323
2017/11/22 15:16:23,24015,14,1891,214,87.0,0.569377990430622
2017/11/22 15:16:24,25016,14,1984,214,87.0,0.5848214285714286
2017/11/22 15:16:25,26017,14,2069,214,89.5,0.6167400881057269
2017/11/22 15:16:26,27018,14,2159,212,89.5,0.5707317073170732
2017/11/22 15:16:27,28018,15,2251,215,90.45477261369315,0.5276381909547738
