datetime, milliseconds,ActiveExecuteThreadCount,CompletedCount,TotalRequestsCount,CurrentThroughput
2017/11/14 15:26:44,480181,21,63925,1021,138.5
2017/11/14 15:26:45,481182,21,64049,1021,138.5
2017/11/14 15:26:46,482182,21,64179,1021,129.9350324837581
2017/11/14 15:26:47,483182,21,64325,1021,129.9350324837581
2017/11/14 15:26:48,484182,21,64465,1021,144.0
2017/11/14 15:26:49,485182,21,64590,1021,144.0
2017/11/14 15:26:50,486182,22,64726,1022,125.93703148425787
2017/11/14 15:26:51,487183,22,64865,1021,125.93703148425787
2017/11/14 15:26:52,488184,21,64995,1021,139.0
2017/11/14 15:26:53,489184,21,65134,1021,139.0
2017/11/14 15:26:54,490184,21,65281,1021,138.5
2017/11/14 15:26:55,491184,21,65406,1020,138.5
2017/11/14 15:26:56,492185,21,65548,1021,136.43178410794602
2017/11/14 15:26:57,493185,21,65682,1021,136.43178410794602
2017/11/14 15:26:58,494185,22,65803,1022,128.5
2017/11/14 15:26:59,495185,22,65936,1022,128.5
2017/11/14 15:27:00,496186,21,66062,1021,127.43628185907046
2017/11/14 15:27:01,497187,21,66198,1021,127.43628185907046
2017/11/14 15:27:02,498187,21,66333,1021,137.5
2017/11/14 15:27:03,499188,21,66470,1021,137.5
2017/11/14 15:27:04,500188,21,66612,1021,139.0
2017/11/14 15:27:05,501189,21,66757,1021,139.0
2017/11/14 15:27:06,502189,21,66883,1021,139.0
2017/11/14 15:27:07,503190,21,67016,1021,139.0
2017/11/14 15:27:08,504190,22,67152,1022,132.5
2017/11/14 15:27:09,505190,22,67288,1022,132.5
2017/11/14 15:27:10,506191,22,67415,1022,126.4367816091954
2017/11/14 15:27:11,507192,22,67543,1021,126.4367816091954
2017/11/14 15:27:12,508192,21,67690,1021,140.42978510744626
2017/11/14 15:27:13,509193,21,67818,1021,140.42978510744626
2017/11/14 15:27:14,510193,21,67959,1021,135.0
2017/11/14 15:27:15,511194,21,68092,1021,135.0
2017/11/14 15:27:16,512194,21,68234,1021,141.5
2017/11/14 15:27:17,513194,21,68385,1021,141.5
2017/11/14 15:27:18,514195,21,68518,1021,138.5
2017/11/14 15:27:19,515195,21,68650,1021,138.5
2017/11/14 15:27:20,516196,22,68785,1022,135.43228385807097
2017/11/14 15:27:21,517197,22,68922,1022,135.43228385807097
2017/11/14 15:27:22,518197,21,69060,1021,139.0
2017/11/14 15:27:23,519198,21,69195,1021,139.0
2017/11/14 15:27:24,520199,21,69343,1021,141.0
2017/11/14 15:27:25,521199,21,69468,1021,141.0
2017/11/14 15:27:26,522200,21,69610,1021,134.4327836081959
2017/11/14 15:27:27,523200,21,69743,1021,134.4327836081959
2017/11/14 15:27:28,524200,21,69881,1021,131.5
2017/11/14 15:27:29,525200,21,70021,1021,131.5
2017/11/14 15:27:30,526201,21,70171,1021,139.25
2017/11/14 15:27:31,527201,21,70304,1021,139.25
2017/11/14 15:27:32,528201,22,70436,1022,132.5
2017/11/14 15:27:33,529202,22,70560,1022,132.5
2017/11/14 15:27:34,530202,21,70696,1021,130.93453273363318
2017/11/14 15:27:35,531203,21,70847,1021,130.93453273363318
2017/11/14 15:27:36,532203,21,70973,1021,136.5
2017/11/14 15:27:37,533203,21,71121,1021,136.5
2017/11/14 15:27:38,534203,21,71265,1021,146.0
2017/11/14 15:27:39,535204,21,71403,1021,146.0
2017/11/14 15:27:40,536204,21,71533,1021,135.5
2017/11/14 15:27:41,537205,21,71675,1021,135.5
2017/11/14 15:27:42,538205,22,71812,1022,136.43178410794602
2017/11/14 15:27:43,539205,22,71954,1022,136.43178410794602
2017/11/14 15:27:44,540205,22,72068,1022,131.5
2017/11/14 15:27:45,541206,22,72212,1022,131.5
2017/11/14 15:27:46,542206,21,72339,1020,135.9320339830085
2017/11/14 15:27:47,543206,21,72481,1021,135.9320339830085
2017/11/14 15:27:48,544207,21,72610,1021,134.0
2017/11/14 15:27:49,545208,21,72738,1021,134.0
2017/11/14 15:27:50,546208,21,72884,1021,131.5
2017/11/14 15:27:51,547208,21,73010,1021,131.5
2017/11/14 15:27:52,548208,21,73146,1021,133.43328335832084
2017/11/14 15:27:53,549208,21,73285,1021,133.43328335832084
2017/11/14 15:27:54,550208,22,73432,1022,144.5
2017/11/14 15:27:55,551209,22,73575,1022,144.5
2017/11/14 15:27:56,552209,21,73717,1021,144.0
2017/11/14 15:27:57,553210,21,73839,1021,144.0
2017/11/14 15:27:58,554211,22,73982,1022,128.93553223388307
2017/11/14 15:27:59,555211,22,74129,1022,128.93553223388307
2017/11/14 15:28:00,556211,21,74259,1021,147.5
2017/11/14 15:28:01,557212,21,74405,1021,147.5
2017/11/14 15:28:02,558212,21,74533,1021,133.93303348325838
2017/11/14 15:28:03,559212,21,74672,1021,133.93303348325838
2017/11/14 15:28:04,560213,21,74818,1021,139.0
2017/11/14 15:28:05,561214,21,74960,1021,139.0
2017/11/14 15:28:06,562215,22,75104,1022,144.5
2017/11/14 15:28:07,563215,22,75246,1022,144.5
2017/11/14 15:28:08,564215,21,75394,1021,142.4287856071964
2017/11/14 15:28:09,565216,21,75522,1021,142.4287856071964
2017/11/14 15:28:10,566217,21,75671,1021,138.93053473263367
2017/11/14 15:28:11,567218,21,75807,1021,138.93053473263367
2017/11/14 15:28:12,568218,21,75945,1021,140.0
2017/11/14 15:28:13,569218,21,76082,1021,140.0
2017/11/14 15:28:14,570218,21,76228,1021,137.93103448275863
2017/11/14 15:28:15,571219,21,76366,1021,137.93103448275863
2017/11/14 15:28:16,572219,21,76505,1021,139.21519620094978
2017/11/14 15:28:17,573220,21,76658,1021,139.21519620094978
2017/11/14 15:28:18,574220,22,76792,1022,146.0
2017/11/14 15:28:19,575220,22,76927,1022,146.0
2017/11/14 15:28:20,576221,22,77066,1022,130.43478260869566
2017/11/14 15:28:21,577222,22,77206,1022,130.43478260869566
2017/11/14 15:28:22,578222,21,77354,1021,139.21519620094978
2017/11/14 15:28:23,579223,21,77481,1021,139.21519620094978
2017/11/14 15:28:24,580223,22,77629,1022,134.93253373313343
2017/11/14 15:28:25,581223,22,77760,1022,134.93253373313343
2017/11/14 15:28:26,582223,21,77909,1021,142.0
2017/11/14 15:28:27,583223,21,78053,1021,142.0
2017/11/14 15:28:28,584223,21,78192,1021,144.4277861069465
2017/11/14 15:28:29,585224,21,78339,1021,144.4277861069465
2017/11/14 15:28:30,586224,21,78465,1021,135.0
2017/11/14 15:28:31,587225,21,78618,1021,135.0
2017/11/14 15:28:32,588225,21,78763,1021,147.42628685657172
2017/11/14 15:28:33,589226,21,78915,1020,147.42628685657172
2017/11/14 15:28:34,590226,22,79051,1022,145.5
2017/11/14 15:28:35,591227,22,79185,1022,145.5
2017/11/14 15:28:36,592227,21,79317,1020,131.0
2017/11/14 15:28:37,593228,21,79459,1021,131.0
2017/11/14 15:28:38,594228,21,79594,1021,140.0
2017/11/14 15:28:39,595228,21,79739,1020,140.0
